user_id,timestamp,risk_score,risk_level,trigger_reason
11506,2026-05-11 18:09:50.687913,73.59,MEDIUM,"purchase_without_browsing,logged_out_purchase"
11144,2026-05-11 18:09:46.675547,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
9789,2026-05-11 18:09:48.627116,60.84,LOW,"purchase_without_browsing,logged_out_purchase"
10891,2026-05-11 18:09:42.666949,85.35,MEDIUM,"purchase_without_browsing,logged_out_purchase"
10642,2026-05-11 18:09:48.657024,76.59,MEDIUM,"purchase_without_browsing,price_spike,logged_out_purchase"
11187,2026-05-11 18:09:46.676868,60.84,LOW,"purchase_without_browsing,logged_out_purchase"
10284,2026-05-11 18:09:48.643117,73.59,MEDIUM,"purchase_without_browsing,logged_out_purchase"
11039,2026-05-11 18:09:46.672359,73.59,MEDIUM,"purchase_without_browsing,logged_out_purchase"
11220,2026-05-11 18:09:48.678189,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
10638,2026-05-11 18:09:48.657024,52.05,LOW,logged_out_purchase
10925,2026-05-11 18:09:44.667995,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
13595,2026-05-11 18:09:43.752964,86.34,MEDIUM,"purchase_without_browsing,logged_out_purchase"
11648,2026-05-11 18:09:46.692455,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
9649,2026-05-11 18:09:50.622101,65.75,LOW,"purchase_without_browsing,price_spike,logged_out_purchase"
13200,2026-05-11 18:09:43.743293,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
13018,2026-05-11 18:09:42.736550,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
11373,2026-05-11 18:09:46.683647,88.89,MEDIUM,"purchase_without_browsing,logged_out_purchase"
11648,2026-05-11 18:09:50.692455,101.1,HIGH,"purchase_without_browsing,price_spike,logged_out_purchase"
9334,2026-05-11 18:09:46.611956,60.84,LOW,"purchase_without_browsing,logged_out_purchase"
13055,2026-05-11 18:09:43.737550,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
12092,2026-05-11 18:09:44.707408,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
10978,2026-05-11 18:09:46.670315,56.96,LOW,"price_spike,logged_out_purchase"
9981,2026-05-11 18:09:48.633117,60.84,LOW,"purchase_without_browsing,logged_out_purchase"
12237,2026-05-11 18:09:42.711325,63.84,LOW,"purchase_without_browsing,price_spike,logged_out_purchase"
11912,2026-05-11 09:17:06.303569,58.59,LOW,purchase_without_browsing
14725,2026-05-11 18:09:42.790997,68.35,LOW,"purchase_without_browsing,logged_out_purchase"
9062,2026-05-11 18:09:44.608764,70.26,MEDIUM,"purchase_without_browsing,logged_out_purchase"
9334,2026-05-11 18:09:50.611956,104.71,HIGH,"purchase_without_browsing,price_spike,logged_out_purchase"
12695,2026-05-11 18:09:42.726185,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
9033,2026-05-11 18:09:46.607742,73.59,MEDIUM,"purchase_without_browsing,logged_out_purchase"
11760,2026-05-11 18:09:50.696780,60.84,LOW,"purchase_without_browsing,logged_out_purchase"
9772,2026-05-11 18:09:48.626116,64.8,LOW,logged_out_purchase
9750,2026-05-11 18:09:42.625116,60.84,LOW,"purchase_without_browsing,logged_out_purchase"
10009,2026-05-10 12:15:40.239600,58.59,LOW,purchase_without_browsing
9696,2026-05-11 18:09:48.624116,62.79,LOW,"rapid_purchase_pattern,logged_out_purchase"
11813,2026-05-11 18:09:48.699013,60.84,LOW,"purchase_without_browsing,logged_out_purchase"
14026,2026-05-11 18:09:45.769137,53.04,LOW,logged_out_purchase
11165,2026-05-11 18:09:46.676868,73.59,MEDIUM,"purchase_without_browsing,logged_out_purchase"
13510,2026-05-11 18:09:44.752598,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
10525,2026-05-11 18:09:50.653068,76.59,MEDIUM,"purchase_without_browsing,price_spike,logged_out_purchase"
13569,2026-05-11 18:09:45.752964,71.89,MEDIUM,"purchase_without_browsing,logged_out_purchase"
9312,2026-05-11 18:09:46.611956,65.75,LOW,"purchase_without_browsing,price_spike,logged_out_purchase"
11689,2026-05-11 18:09:44.693461,71.89,MEDIUM,"purchase_without_browsing,logged_out_purchase"
13248,2026-05-11 18:09:43.744308,62.75,LOW,"purchase_without_browsing,logged_out_purchase"
9082,2026-05-11 18:09:48.608764,60.84,LOW,"purchase_without_browsing,logged_out_purchase"
11813,2026-05-11 18:09:42.699013,84.71,MEDIUM,"purchase_without_browsing,logged_out_purchase"
10031,2026-05-11 18:09:50.634116,73.88,MEDIUM,"rapid_purchase_pattern,logged_out_purchase"
9294,2026-05-11 18:09:50.611956,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
9361,2026-05-11 18:09:46.612955,71.89,MEDIUM,"purchase_without_browsing,logged_out_purchase"
9458,2026-05-11 18:09:46.615126,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
11618,2026-05-11 18:09:50.691459,64.8,LOW,logged_out_purchase
9334,2026-05-11 18:09:48.611956,160.01,HIGH,"rapid_purchase,purchase_without_browsing,repeated_purchase,logged_out_purchase"
10829,2026-05-11 18:09:46.663975,73.59,MEDIUM,"purchase_without_browsing,logged_out_purchase"
10580,2026-05-11 18:02:40.255773,61.59,LOW,"purchase_without_browsing,price_spike"
15546,2026-05-11 18:09:48.812313,50.75,LOW,"purchase_without_browsing,purchase_location_jump,multiple_locations"
9644,2026-05-11 18:09:44.622101,73.59,MEDIUM,"purchase_without_browsing,logged_out_purchase"
11936,2026-05-11 18:09:48.703004,55.88,LOW,logged_out_purchase
10955,2026-05-11 18:09:44.668987,73.59,MEDIUM,"purchase_without_browsing,logged_out_purchase"
11505,2026-05-11 18:09:46.687913,99.1,HIGH,"purchase_without_browsing,repeated_purchase,logged_out_purchase"
9004,2026-05-11 18:09:46.607742,95.55,HIGH,"purchase_without_browsing,logged_out_purchase"
16978,2026-05-09 15:54:30.454631,66.14,LOW,"purchase_without_browsing,multiple_locations"
11618,2026-05-11 18:09:46.691459,126.08,HIGH,"rapid_purchase,purchase_without_browsing,repeated_purchase,logged_out_purchase"
11773,2026-05-11 18:09:48.697779,60.84,LOW,"purchase_without_browsing,logged_out_purchase"
11891,2026-05-11 18:09:44.701005,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
12091,2026-05-11 18:09:43.707408,53.04,LOW,logged_out_purchase
9858,2026-05-11 18:09:44.629102,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
13937,2026-05-11 18:09:42.766156,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
12928,2026-05-11 18:09:44.733555,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
10248,2026-05-11 18:09:48.642101,82.8,MEDIUM,"purchase_without_browsing,logged_out_purchase"
11734,2026-05-11 18:09:44.695463,73.59,MEDIUM,"purchase_without_browsing,logged_out_purchase"
10212,2026-05-11 18:09:44.641116,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
11633,2026-05-11 18:09:46.692455,76.59,MEDIUM,"purchase_without_browsing,price_spike,logged_out_purchase"
10486,2026-05-09 01:04:31.255773,58.59,LOW,purchase_without_browsing
16341,2026-05-11 18:09:48.831421,50.75,LOW,"purchase_without_browsing,purchase_location_jump,multiple_locations"
10786,2026-05-11 18:09:42.662833,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
9864,2026-05-11 18:09:42.629102,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
9981,2026-05-11 18:09:46.633117,84.71,MEDIUM,"purchase_without_browsing,logged_out_purchase"
11543,2026-05-11 18:09:46.688913,73.59,MEDIUM,"purchase_without_browsing,logged_out_purchase"
12461,2026-05-11 18:09:44.719560,51.67,LOW,"rapid_purchase_pattern,logged_out_purchase"
9032,2026-05-11 18:09:42.607742,73.59,MEDIUM,"purchase_without_browsing,logged_out_purchase"
11826,2026-05-11 18:09:46.699013,73.59,MEDIUM,"purchase_without_browsing,logged_out_purchase"
9754,2026-05-11 18:09:48.625116,58.59,LOW,"price_spike,logged_out_purchase"
9843,2026-05-11 18:09:48.628102,65.75,LOW,"purchase_without_browsing,price_spike,logged_out_purchase"
12008,2026-05-11 18:09:45.705415,62.75,LOW,"purchase_without_browsing,logged_out_purchase"
12282,2026-05-11 18:09:43.711325,63.84,LOW,"purchase_without_browsing,price_spike,logged_out_purchase"
11166,2026-05-11 18:09:50.676868,55.58,LOW,"price_spike,logged_out_purchase"
10594,2026-05-11 18:09:46.655923,56.96,LOW,"price_spike,logged_out_purchase"
14463,2026-05-11 18:09:43.783093,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
9443,2026-05-11 18:09:42.615126,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
10955,2026-05-11 02:08:52.271912,100.55,HIGH,"purchase_without_browsing,price_spike"
10829,2026-05-11 18:09:42.663975,95.55,HIGH,"purchase_without_browsing,logged_out_purchase"
11651,2026-05-11 18:09:42.692455,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
11857,2026-05-11 18:09:42.700005,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
9328,2026-05-11 18:09:46.611956,55.59,LOW,logged_out_purchase
10147,2026-05-11 18:09:46.639119,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
9101,2026-05-11 18:09:44.608764,55.59,LOW,logged_out_purchase
11661,2026-05-11 18:09:48.693461,60.84,LOW,"purchase_without_browsing,logged_out_purchase"
10155,2026-05-11 18:09:50.639119,65.75,LOW,"purchase_without_browsing,price_spike,logged_out_purchase"
11225,2026-05-11 18:09:46.678189,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
15737,2026-05-11 18:09:48.816830,50.75,LOW,"purchase_without_browsing,purchase_location_jump,multiple_locations"
10155,2026-05-11 18:09:44.639119,88.89,MEDIUM,"purchase_without_browsing,logged_out_purchase"
9483,2026-05-11 18:09:42.616141,68.35,LOW,"purchase_without_browsing,logged_out_purchase"
10187,2026-05-11 18:09:42.640117,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
14740,2026-05-11 18:09:44.791997,62.75,LOW,"purchase_without_browsing,logged_out_purchase"
10009,2026-05-11 18:09:48.634116,82.8,MEDIUM,"purchase_without_browsing,logged_out_purchase"
12527,2026-05-11 18:09:44.720554,53.96,LOW,logged_out_purchase
10607,2026-05-11 18:09:44.655923,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
9415,2026-05-11 18:09:50.614126,65.75,LOW,"purchase_without_browsing,price_spike,logged_out_purchase"
9218,2026-05-11 18:09:50.610963,60.84,LOW,"purchase_without_browsing,logged_out_purchase"
10439,2026-05-11 18:09:50.648116,82.79,MEDIUM,"rapid_purchase_pattern,price_spike,logged_out_purchase"
12252,2026-05-11 18:09:44.711325,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
11635,2026-05-11 18:09:42.692455,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
9705,2026-05-11 18:09:46.624116,101.1,HIGH,"purchase_without_browsing,price_spike,logged_out_purchase"
14409,2026-05-11 18:09:42.782063,55.05,LOW,"price_spike,logged_out_purchase"
13591,2026-05-11 18:09:42.752964,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
14045,2026-05-11 18:09:42.769137,63.84,LOW,"purchase_without_browsing,price_spike,logged_out_purchase"
10072,2026-05-11 18:09:48.636101,56.96,LOW,"price_spike,logged_out_purchase"
10384,2026-05-11 18:09:42.646116,50.67,LOW,logged_out_purchase
10209,2026-05-11 18:09:46.641116,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
11088,2026-05-11 18:09:50.674344,76.59,MEDIUM,"purchase_without_browsing,price_spike,logged_out_purchase"
10457,2026-05-11 18:09:46.651053,86.34,MEDIUM,"purchase_without_browsing,logged_out_purchase"
12440,2026-05-11 18:09:43.718537,55.88,LOW,logged_out_purchase
11876,2026-05-11 18:09:50.701005,76.59,MEDIUM,"purchase_without_browsing,price_spike,logged_out_purchase"
13449,2026-05-11 18:09:45.750599,63.84,LOW,"purchase_without_browsing,price_spike,logged_out_purchase"
14663,2026-05-11 18:09:45.789003,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
10369,2026-05-11 18:09:46.646116,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
10333,2026-05-11 18:09:44.645120,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
10580,2026-05-11 18:09:48.655068,85.35,MEDIUM,"purchase_without_browsing,logged_out_purchase"
9125,2026-05-11 05:07:19.207828,61.59,LOW,"purchase_without_browsing,price_spike"
10679,2026-05-11 18:09:44.659006,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
12990,2026-05-11 18:09:44.735550,62.75,LOW,"purchase_without_browsing,logged_out_purchase"
12928,2026-05-11 18:09:43.733555,81.1,MEDIUM,"purchase_without_browsing,logged_out_purchase"
10152,2026-05-11 18:09:46.639119,56.59,LOW,"purchase_without_browsing,logged_out_purchase"
